x_nm,y_nm,abs_ez_squared,in_particle_re
111.72,200.00000000000003,5.683566044407715e-26,False
117.60000000000001,200.00000000000003,5.306698803884887e-26,False
123.47999999999998,79.99999999999999,6.670461831880799e-28,False
129.35999999999999,79.99999999999999,5.306414116528276e-28,False
123.47999999999998,119.99999999999997,8.606125464669125e-28,False
129.36,119.99999999999997,1.1352003217290133e-27,False
135.24,0.0,0.0,False
141.12,0.0,0.0,False
147.0,0.0,0.0,False
135.24,39.999999999999986,2.9162967174798345e-29,False
141.12,39.999999999999986,3.88770352358821e-29,False
147.0,39.99999999999999,4.221327881542883e-29,False
-129.36,720.0,3.61438864787024e-14,False
-123.48,720.0,3.616345833134727e-14,False
-129.36,759.9999999999999,5.2193109089545525e-14,False
-123.48,760.0,5.2234725993886823e-14,False
-129.36,800.0,1.8937949813327217e-12,False
-123.48,800.0,1.895713808509824e-12,False
-147.0,639.9999999999999,6.875644381029161e-16,False
-141.11999999999998,639.9999999999999,6.885771054139665e-16,False
-135.23999999999998,639.9999999999999,6.887950249392189e-16,False
-147.0,680.0,9.936977941559427e-16,False
-141.12,680.0,9.949217343618761e-16,False
-135.23999999999998,680.0,9.953011115020709e-16,False
17.63999999999999,720.0,3.603980565973327e-14,False
23.519999999999992,720.0,3.6019937747944684e-14,False
17.63999999999999,760.0,5.208611778992911e-14,False
23.519999999999992,759.9999999999999,5.204441022784668e-14,False
17.639999999999986,800.0,1.8907215133146323e-12,False
23.519999999999992,800.0,1.888980861947816e-12,False
29.39999999999998,640.0,6.863940779238107e-16,False
35.279999999999994,640.0,6.86308870607458e-16,False
29.399999999999988,680.0,9.916056761378575e-16,False
35.279999999999994,680.0,9.914056712326514e-16,False
41.16,559.9999999999999,1.305591564453483e-17,False
47.03999999999996,559.9999999999999,1.3061121978282252e-17,False
41.160000000000004,599.9999999999999,1.8935253375941076e-17,False
47.03999999999997,600.0,1.8952409642608572e-17,False
52.91999999999995,480.0,2.505439314128235e-19,False
58.79999999999994,480.0,2.5054893385854683e-19,False
52.91999999999994,520.0,3.5796315102761174e-19,False
58.79999999999994,520.0,3.58300944919955e-19,False
64.67999999999994,400.0,4.75098509619656e-21,False
70.55999999999996,400.0,4.750311451410738e-21,False
64.67999999999994,439.99999999999994,6.820092069966204e-21,False
70.55999999999995,439.99999999999994,6.839148460340316e-21,False
76.43999999999997,320.0,9.083934441655239e-23,False
82.31999999999995,320.0,9.177657390542614e-23,False
76.43999999999998,360.0,1.3072324087705932e-22,False
82.31999999999995,360.00000000000006,1.2808918911734922e-22,False
88.19999999999993,240.00000000000006,1.6487947494164146e-24,False
94.07999999999991,240.00000000000006,1.62209684934079e-24,False
88.19999999999992,280.00000000000006,2.5791616549585748e-24,False
94.07999999999991,280.0,2.6009036706725416e-24,False
99.95999999999988,159.99999999999997,3.13514060847492e-26,False
105.8399999999999,159.99999999999997,3.136247980845897e-26,False
99.95999999999988,200.00000000000003,6.017132986580002e-26,False
105.83999999999993,200.00000000000003,5.934770526796016e-26,False
111.72000000000006,79.99999999999997,9.54244383918679e-28,False
117.60000000000001,79.99999999999999,8.185266431379346e-28,False
111.72,119.99999999999997,4.885642574971044e-28,False
117.59999999999998,119.99999999999997,6.404527568656113e-28,False
123.48,0.0,0.0,False
129.36,0.0,0.0,False
123.47999999999998,39.99999999999999,1.3753778756644133e-29,False
129.36,39.99999999999999,1.9822898907198088e-29,False
-117.60000000000001,720.0,3.616359354371334e-14,False
